"Time (s)";"Linear Acceleration x (m/s^2)";"Linear Acceleration y (m/s^2)";"Linear Acceleration z (m/s^2)"
1.581051746E1;6.338828564E0;3.564481735E0;-6.543612480E-2
1.581999038E1;7.055199623E0;3.839348316E0;2.033047676E-1
1.582946335E1;7.113534451E0;4.658675194E0;-9.283018112E-2
1.583893626E1;7.956364632E0;6.231695652E0;-2.122936010E0
1.584840918E1;1.000944233E1;8.816505432E0;1.357824922E0
1.585788210E1;9.327941895E0;1.170083046E1;4.819281101E0
1.586735507E1;7.692981243E0;1.238344669E1;3.696415186E0
1.587682798E1;8.023264885E0;1.213646317E1;2.766903162E0
1.588630090E1;9.564205170E0;1.331000328E1;2.694205523E0
1.589577387E1;1.099421787E1;1.462640953E1;1.141340017E0
1.590524678E1;1.252722263E1;1.345777321E1;-3.841096401E0
1.591471970E1;1.386758614E1;9.531522751E0;-9.597297668E0
1.592419262E1;1.397592831E1;5.453476429E0;-1.056990433E1
1.593366559E1;1.173411560E1;1.610617638E0;-1.017952347E1
1.594313850E1;7.658046722E0;-2.491989136E-1;-1.008177280E1
1.595261142E1;8.235964775E-1;1.574861526E0;-1.175636673E1
1.596208439E1;-5.075317383E0;5.089872360E0;-7.753372192E0
1.597155730E1;-5.610230923E0;7.507387161E0;6.058430672E-2
1.598103022E1;-6.257353306E0;8.183229446E0;3.837836981E0
1.599050314E1;-7.992354393E0;7.079395771E0;3.878244877E0
1.599997611E1;-8.208063126E0;4.671746731E0;2.625375748E0
1.600944902E1;-5.953801632E0;1.861575603E0;2.149433851E0
1.601892194E1;-3.684497833E0;3.369760513E-1;2.155149698E0
1.602839491E1;-2.410595894E0;-7.092952728E-2;1.921869755E0
1.603786782E1;-1.956604004E0;-2.832908630E-1;6.020750999E-1
1.604734074E1;-2.019202232E0;-6.965637207E-1;-7.838106155E-1
1.605681366E1;-2.013664246E0;-1.812159061E0;-1.700261354E0
1.606628663E1;-1.452326298E0;-3.284902096E0;-1.722265244E0
1.607575954E1;-1.670641899E-1;-4.510299683E0;-1.111149311E0
1.608523246E1;1.346423626E0;-5.341598511E0;-6.006196737E-1
1.609470538E1;2.370219231E0;-5.875856400E0;-7.779947519E-1
1.610417835E1;2.748839617E0;-6.124352455E0;-1.132212400E0
1.611365126E1;2.434593439E0;-6.227272034E0;-1.356462955E0
1.612312418E1;1.410813808E0;-6.095926285E0;-1.259309530E0
1.613259715E1;3.587913513E-2;-5.787727356E0;-1.084401965E0
1.614207007E1;-1.492694378E0;-5.286492348E0;-5.667225122E-1
1.615154298E1;-3.331015110E0;-4.644033909E0;2.966485023E-1
1.616101590E1;-5.516427040E0;-3.994678974E0;9.324110150E-1
1.617048887E1;-7.277359009E0;-3.622532845E0;1.182679057E0
1.617996178E1;-7.848028183E0;-3.662205696E0;1.403221011E0
1.618943470E1;-7.605300903E0;-3.805499077E0;1.375551224E0
1.619890767E1;-7.219293118E0;-3.952178955E0;6.437047720E-1
1.620838059E1;-7.106284142E0;-4.024622917E0;1.154956818E-1
1.621785350E1;-7.667001724E0;-3.441034794E0;-1.832309961E-1
1.622732642E1;-8.168541908E0;-2.515689850E0;-3.733885288E-1
1.623679939E1;-7.527722359E0;-1.733082294E0;-1.271318197E-1
1.624627230E1;-6.766448021E0;-7.465744019E-1;-3.189705610E-1
1.625574522E1;-5.956404209E0;-1.921167374E-1;-8.557877541E-1
1.626521819E1;-5.265967846E0;-9.010314941E-2;-1.379180312E0
1.627469111E1;-5.421895027E0;8.803863525E-1;-1.732333064E0
1.628416402E1;-4.692644119E0;1.032721519E0;-3.562384605E0
1.629363694E1;-2.705981016E0;1.223729134E0;-2.936527729E0
1.630310991E1;-2.282851696E0;1.517325401E0;-6.691114426E0
1.631258282E1;-2.178590059E0;1.534926414E0;-7.999211788E0
1.632205574E1;-3.418353796E0;1.582805634E0;-3.056786299E0
1.633152866E1;-3.531767845E0;-2.187719345E-1;2.929613113E0
1.634100163E1;-4.204082012E0;-2.933684349E0;2.880276203E0
1.635047454E1;-4.165537834E0;-4.118492603E0;1.016974449E-3
1.635994746E1;-3.570553303E0;-2.932899952E0;-2.676794529E0
1.636942043E1;-3.283604622E0;-1.271133423E0;-4.369124889E0
1.637889335E1;-3.533095598E0;-5.949916840E-1;-4.278336048E0
1.638836626E1;-4.300239563E0;-9.886875153E-1;-3.295429707E0
1.639783923E1;-4.603256226E0;-7.846307755E-1;-2.422667027E0
1.640731215E1;-1.543237925E0;5.698204994E0;5.254219055E0
1.641678507E1;5.906852245E0;1.973637390E1;1.496434593E1
1.642625798E1;6.439136505E0;2.396569824E1;-1.359987378E0
1.643573095E1;5.366399288E0;7.484475136E0;-8.885105133E0
1.644520387E1;4.716409683E0;-1.171176529E1;-8.452039719E0
1.645467678E1;-9.400406480E-1;-1.535512543E1;-6.089789391E0
1.646414975E1;-1.251119614E1;-9.131389618E0;-5.858543396E0
1.647362267E1;-1.898484612E1;-4.597478390E0;-6.739244938E0
1.648309559E1;-1.398470020E1;-4.477666855E0;-1.379374862E0
1.649256850E1;-7.074924946E0;-3.773730755E0;6.971129417E0
1.650204147E1;-8.959655762E0;1.633920670E0;6.735097885E0
1.651151439E1;-1.990900421E1;8.607097626E0;2.153800726E0
1.652098730E1;-2.235820961E1;7.711409569E0;3.446466446E0
1.653046022E1;-1.285670853E1;2.004532814E0;3.136420012E0
1.653993319E1;-4.712559700E0;-9.261503220E-1;1.255972743E0
1.654940611E1;-2.456034422E-1;-1.045942307E0;-1.133579016E0
1.655887902E1;2.113578081E0;-1.114959717E-1;-4.580438614E0
1.656835199E1;3.259593248E0;7.555761337E-1;-5.905260563E0
1.657782491E1;2.099377632E0;1.380380630E0;-5.216387749E0
1.658729782E1;-2.549701929E-1;1.253569603E0;-3.542818308E0
1.659677074E1;-2.062558174E0;3.748674393E-1;-1.917644501E0
1.660624371E1;-3.356794119E0;-6.523704529E-2;-1.324210167E-1
1.661571663E1;-4.327417374E0;4.276409149E-1;9.958034754E-1
1.662518954E1;-4.094564438E0;9.301528931E-1;1.573397756E0
1.663466251E1;-2.962906361E0;7.352285385E-1;1.171566606E0
1.664413543E1;-2.201021194E0;5.430431366E-1;8.162362576E-1
1.665360835E1;-1.042036772E0;3.400850296E-1;3.993668556E-1
1.666308132E1;7.883423567E-1;5.262184143E-2;5.781364441E-2
1.667255423E1;1.982057333E0;1.233863831E-2;-6.217813492E-1
1.668202715E1;2.932937622E0;-9.651184082E-4;-1.213251114E0
1.669150006E1;3.553582430E0;7.547283173E-2;-1.212970495E0
1.670097303E1;3.326579094E0;2.630786896E-1;-8.447215557E-1
1.671044595E1;3.012104273E0;1.534223557E-1;-2.065513134E-1
1.671991887E1;2.413852692E0;-1.497230530E-1;4.051344395E-1
1.672939178E1;1.679799557E0;-3.065052032E-1;8.134698868E-1
1.673886475E1;1.363874435E0;-8.049964905E-2;1.137225747E0
1.674833767E1;1.819915533E0;1.260652542E-1;6.787517071E-1
1.675781059E1;1.892470241E0;5.081262589E-1;8.061408997E-1
1.676728355E1;2.441640854E0;3.540372849E-1;2.843317986E-1
1.677675647E1;2.430156946E0;3.962526321E-1;7.286858559E-2
1.678622939E1;2.638400793E0;2.648439407E-1;-3.722214699E-2
1.679570230E1;1.919384718E0;4.350023270E-1;7.637281418E-1
1.680517527E1;1.199169755E0;4.262218475E-1;1.432986021E0
1.681464819E1;1.281371117E0;1.465988159E-2;1.843114972E0
1.682412111E1;9.751415253E-1;1.701145172E-1;5.776479244E-1
1.683359408E1;1.531646371E0;7.585697174E-1;-8.273780346E-1
1.684306699E1;1.474761248E0;2.401396751E0;-7.907319069E-1
1.685253991E1;1.620505452E0;3.514179230E0;-3.388891220E-1
1.686201288E1;2.251293182E0;3.304518700E0;-7.130880356E-1
1.687148579E1;3.202708483E0;2.761755943E0;-8.269443512E-1
1.688095871E1;3.981657028E0;2.501265526E0;-6.635398865E-1
1.689043163E1;4.823629379E0;2.448624611E0;-3.755197525E-1
1.689990460E1;5.650651455E0;2.630419731E0;-4.143857956E-1
1.690937751E1;6.389199734E0;2.916370392E0;-5.001888275E-1
1.691885043E1;6.703561306E0;3.355154991E0;-4.633405209E-1
1.692832340E1;6.910710335E0;3.599665642E0;-2.804396152E-1
1.693779632E1;7.596363068E0;3.632119656E0;2.276787758E-1
1.694726923E1;8.671201706E0;3.944314003E0;9.128011465E-1
1.695674215E1;9.720138550E0;5.141349792E0;2.394061089E-1
1.696621512E1;1.163294983E1;7.385188103E0;-4.740767479E-1
1.697568803E1;1.277615166E1;1.063603401E1;2.607117414E0
1.698516095E1;1.044321632E1;1.321297646E1;3.971600056E0
1.699463392E1;8.050077438E0;1.349626732E1;3.027146339E0
1.700410684E1;7.831156731E0;1.323178387E1;2.740329266E0
1.701357975E1;8.299213409E0;1.385827160E1;2.394259930E0
1.702305267E1;9.472734451E0;1.319399643E1;-1.852576733E0
1.703252564E1;1.065983295E1;1.043090057E1;-8.072772980E0
1.704199855E1;1.163400078E1;6.894253254E0;-1.096949482E1
1.705147147E1;1.100621319E1;3.347470284E0;-1.001449585E1
1.706094444E1;7.783544540E0;1.279851913E0;-9.283246994E0
1.707041736E1;1.303933620E0;2.259403706E0;-1.026175213E1
1.707989027E1;-4.637515545E0;5.395198345E0;-6.251286507E0
1.708936319E1;-6.022171497E0;7.756725311E0;4.854424000E-1
1.709883616E1;-7.045533657E0;8.351822853E0;3.868183374E0
1.710830908E1;-8.414976120E0;6.999767780E0;4.080232620E0
1.711778199E1;-8.475177765E0;4.435539722E0;2.770113945E0
1.712725496E1;-6.550016403E0;1.652817249E0;2.010544062E0
1.713672788E1;-4.342267036E0;-1.990413666E-2;2.451733828E0
1.714620079E1;-2.899624348E0;-3.222250938E-1;2.670077801E0
1.715567376E1;-2.435130596E0;-7.537221909E-2;1.719436765E0
1.716514668E1;-2.330055714E0;-2.086272240E-1;6.209318638E-1
1.717461960E1;-1.917874336E0;-9.188723564E-1;3.501474857E-1
1.718409251E1;-1.119900703E0;-2.180140018E0;4.616791010E-1
1.719356548E1;9.227418900E-2;-3.926044226E0;1.615194082E-1
1.720303840E1;1.543986797E0;-5.580607414E0;-5.547711849E-1
1.721251132E1;2.867112875E0;-6.431432247E0;-1.134103179E0
1.722198428E1;3.254015446E0;-6.145447254E0;-1.406508088E0
1.723145720E1;2.414723396E0;-5.200507164E0;-1.471887827E0
1.724093012E1;1.249731064E0;-4.345065117E0;-1.404878616E0
1.725040309E1;3.453402519E-1;-4.095754147E0;-7.118589878E-1
1.725987600E1;-8.988265991E-1;-4.203279018E0;-1.613377333E-1
1.726934892E1;-2.571942329E0;-4.443909168E0;2.347445488E-1
1.727882184E1;-4.480826378E0;-4.324670315E0;1.164992690E0
1.728829480E1;-6.523915291E0;-3.688176155E0;2.094962120E0
1.729776772E1;-8.201283455E0;-2.864859581E0;2.050253630E0
1.730724064E1;-8.543302536E0;-2.495822906E0;1.684979796E0
1.731671361E1;-7.628057480E0;-3.227275848E0;9.789509177E-1
1.732618652E1;-6.750084400E0;-4.249542236E0;4.039753675E-1
1.733565944E1;-6.498997211E0;-4.768850327E0;-1.604351997E-1
1.734513236E1;-7.281971931E0;-4.133664131E0;-9.390873909E-1
1.735460532E1;-8.582764626E0;-2.405950069E0;-1.505548239E0
1.736407824E1;-8.644210815E0;-6.300497055E-1;-1.277787805E0
1.737355116E1;-7.285856247E0;2.296476364E-1;-9.187651873E-1
1.738302408E1;-6.398557186E0;5.889072418E-1;-1.717776895E0
1.739249704E1;-4.950556755E0;-7.125692368E-1;-3.000543118E0
1.740196996E1;-3.574864864E0;-4.657583237E-1;-1.241600871E0
1.741144288E1;-5.092825890E0;1.148436546E0;-3.381619930E0
1.742091585E1;-5.221271515E0;2.662878036E0;-6.445248604E0
1.743038876E1;-2.576557875E0;1.941933632E0;-5.908316612E0
1.743986168E1;-2.413083553E0;3.733453751E-1;-5.057081699E0
1.744933465E1;-2.383612633E0;-1.715538979E0;-2.686774731E0
1.745880756E1;-1.942645073E0;-3.046093941E0;4.666328430E-2
1.746828048E1;-2.927301884E0;-3.107208729E0;-7.879875898E-1
1.747775340E1;-3.849809647E0;-2.415788174E0;-2.747174263E0
1.748722637E1;-4.450116158E0;-1.837174416E0;-3.309483528E0
1.749669928E1;-5.833258629E0;-1.461575508E0;-2.748972178E0
1.750617220E1;-7.663012505E0;-1.111243248E0;-2.810177326E0
1.751564512E1;-8.335254669E0;1.508654594E0;-1.357883930E0
1.752511809E1;-3.374647617E0;1.011417103E1;1.099324799E1
1.753459100E1;2.141827106E0;1.872866058E1;1.241873169E1
1.754406392E1;5.142010450E-1;1.499055195E1;-1.046723843E0
1.755353689E1;2.653455496E0;-4.205179214E-1;-7.520901680E0
1.756300980E1;1.666593909E0;-1.118872738E1;-8.147987366E0
1.757248272E1;-4.440368652E0;-1.004468536E1;-5.700934410E0
1.758195564E1;-1.003673458E1;-3.329834461E0;-5.128566742E0
1.759142861E1;-1.031571484E1;9.131832123E-1;-1.902318001E-1
1.760090152E1;-7.908133030E0;1.784727097E0;3.793200016E0
1.761037444E1;-7.673227310E0;8.810625076E-1;2.502567768E0
1.761984741E1;-1.192263317E1;7.581834793E-1;1.264433384E0
1.762932033E1;-1.576369667E1;1.332221985E0;7.721424103E-1
1.763879324E1;-1.363314342E1;5.716285706E-1;-8.125984669E-1
1.764826616E1;-7.864992142E0;5.999660492E-2;2.415013313E-2
1.765773913E1;-1.237372637E0;4.360198975E-1;1.604897976E-1
1.766721204E1;1.227519155E0;1.360539436E0;-3.203329802E0
1.767668496E1;1.705178976E0;1.464372635E0;-4.313674927E0
1.768615793E1;1.342952013E0;1.088445663E0;-3.765475750E0
1.769563085E1;4.519920945E-1;2.951154709E-1;-2.523530006E0
1.770510376E1;-1.081178784E0;-2.927246094E-1;-1.699118137E0
1.771457668E1;-2.661301136E0;-2.073945999E-1;-3.555421829E-1
1.772404965E1;-3.648375988E0;2.285737991E-1;1.228676081E0
1.773352256E1;-3.667572737E0;4.381370544E-1;1.654280424E0
1.774299548E1;-3.042131424E0;4.490776062E-1;1.255937338E0
1.775246845E1;-2.183509350E0;6.136474609E-1;5.195461512E-1
1.776194137E1;-9.116100073E-1;4.320507050E-1;-3.312005997E-1
1.777141428E1;7.150790095E-1;1.785583496E-1;-9.803597927E-1
1.778088720E1;2.371351719E0;-3.019199371E-1;-1.368326187E0
1.779036017E1;3.731185913E0;-7.991657257E-1;-1.380967617E0
1.779983309E1;3.920574427E0;-5.838747025E-1;-1.196851254E0
1.780930600E1;3.537537098E0;-1.405105591E-1;-6.983613968E-1
1.781877897E1;2.508557081E0;3.175783157E-1;-2.194046974E-2
1.782825189E1;1.263175726E0;2.844333649E-1;8.148162365E-1
1.783772480E1;5.202269554E-2;4.794120789E-2;1.805888653E0
1.784719772E1;-9.775936604E-1;-1.626091003E-1;1.791503787E0
1.785667069E1;-9.564878941E-1;-2.371940613E-1;1.643599749E0
1.786614361E1;-2.996392250E-1;-6.355285645E-3;1.146223068E0
1.787561652E1;6.401796341E-1;3.475513458E-1;5.659217834E-1
1.788508949E1;1.659701347E0;6.302375793E-1;-1.218128204E-1
1.789456241E1;2.432417154E0;5.359849930E-1;-7.463371754E-1
1.790403533E1;3.063896656E0;-7.777118683E-2;-4.047520161E-1
1.791350824E1;2.825249672E0;-6.146631241E-1;1.456375718E0
1.792298121E1;1.683785081E0;-1.689081192E-1;6.480212212E-1
1.793245413E1;2.122488737E0;1.164564133E0;-4.045982361E-1
1.794192704E1;1.476917982E0;3.330145836E0;-9.038779736E-1
1.795140001E1;6.899898052E-1;4.067090034E0;-3.460485935E-1
1.796087293E1;8.183701038E-1;3.394754410E0;-8.197402954E-2
1.797034585E1;1.734858871E0;2.763026237E0;-1.974833012E-1
1.797981882E1;3.600588560E0;2.661652565E0;-3.931388855E-1
1.798929173E1;5.710822582E0;3.081830025E0;-8.227243423E-1
1.799876465E1;7.673510551E0;3.137257576E0;-1.481631279E0
1.800823756E1;8.442356110E0;3.161762238E0;-1.298048496E0
1.801771053E1;7.695361137E0;3.416536331E0;-5.812189579E-1
1.802718345E1;6.415756226E0;3.480987549E0;-2.635834217E-1
1.803665637E1;5.396849632E0;3.608559608E0;2.989742756E-1
1.804612928E1;4.602247238E0;3.986284256E0;1.360662818E0
1.805560225E1;4.445670605E0;4.950558662E0;8.174777031E-2
1.806507517E1;7.227247238E0;6.673390865E0;-4.142062664E-1
1.807454809E1;1.036135483E1;9.401646614E0;3.169568777E0
1.808402105E1;1.138487053E1;1.151558399E1;4.871172905E0
1.809349397E1;1.128833675E1;1.181749916E1;3.451439619E0
1.810296689E1;1.129798698E1;1.172060966E1;2.434650421E0
1.811243980E1;1.188680458E1;1.295778084E1;2.581583738E0
1.812191277E1;1.204281235E1;1.458009052E1;1.882134676E-1
1.813138569E1;1.244268990E1;1.357339287E1;-5.808310509E0
1.814085861E1;1.325814915E1;9.931421280E0;-8.803949356E0
1.815033158E1;1.334097099E1;5.664589882E0;-8.722688675E0
1.815980449E1;1.070580196E1;1.760344505E0;-9.557153702E0
1.816927741E1;6.012270451E0;1.030044556E-1;-1.014782715E1
1.817875033E1;-1.224788666E0;2.337687969E0;-1.051047897E1
1.818822329E1;-5.949319363E0;5.723031998E0;-4.983774185E0
1.819769621E1;-6.359887600E0;8.183876038E0;2.171061993E0
1.820716913E1;-6.916683674E0;8.840793610E0;5.353819847E0
1.821664210E1;-7.315199375E0;7.103013992E0;5.038249493E0
1.822611501E1;-6.852695942E0;3.698497772E0;3.009598970E0
1.823558793E1;-5.346014977E0;4.544477463E-1;1.588289738E0
1.824506090E1;-3.716606140E0;-1.113568306E0;1.779350042E0
1.825453382E1;-2.719607353E0;-1.138867855E0;1.840396166E0
1.826400673E1;-2.737399101E0;-6.228098869E-1;1.123450518E0
1.827347965E1;-2.977092743E0;-6.103200912E-1;3.109476566E-1
1.828295262E1;-2.502747536E0;-1.496752262E0;3.136913776E-1
1.829242553E1;-1.636795998E0;-2.817052364E0;1.003803372E0
1.830189845E1;-8.523702621E-1;-4.284140587E0;1.463381767E0
1.831137137E1;1.943731308E-1;-5.446761131E0;1.253147364E0
1.832084434E1;1.616072178E0;-6.091524601E0;9.187026620E-1
1.833031725E1;2.741951466E0;-6.268899441E0;4.227131605E-1
1.833979017E1;2.949942827E0;-6.120528698E0;4.081487656E-3
1.834926314E1;2.266089678E0;-5.776514053E0;-3.133902550E-1
1.835873605E1;8.712253571E-1;-5.318235397E0;-2.710491419E-1
1.836820897E1;-9.625234604E-1;-4.860889435E0;2.655673027E-2
1.837768189E1;-2.889466286E0;-4.398911953E0;6.372079849E-1
1.838715486E1;-4.533999443E0;-3.988578796E0;1.604103088E0
1.839662777E1;-5.881980896E0;-3.456365108E0;2.748795509E0
1.840610069E1;-6.789712906E0;-3.039457798E0;3.135506392E0
1.841557366E1;-7.268654346E0;-2.796227932E0;2.500570536E0
1.842504658E1;-7.291860104E0;-2.931208134E0;1.514045477E0
1.843451949E1;-7.390884876E0;-2.838853359E0;9.479388595E-1
1.844399246E1;-7.556921959E0;-2.421758175E0;8.445361853E-1
1.845346538E1;-7.468003273E0;-1.878582478E0;1.926510334E-1
1.846293829E1;-6.794855118E0;-1.099798203E0;-3.484511375E-1
1.847241121E1;-5.956582069E0;1.035223007E-1;-5.690586567E-1
1.848188418E1;-5.568044662E0;1.237292290E0;-1.779209256E0
1.849135710E1;-5.178763390E0;1.811085701E0;-2.485928059E0
1.850083001E1;-3.871231556E0;1.581173897E0;-2.915518999E0
1.851030298E1;-2.615841866E0;1.085901260E0;-2.457684278E0
1.851977590E1;-3.598218441E0;6.272611618E-1;-3.752796650E0
1.852924882E1;-6.520323753E0;1.671802521E0;-3.937053204E0
1.853872173E1;-7.451303482E0;2.726809502E0;-9.951837063E-1
1.854819470E1;-5.005308628E0;4.401922226E-1;3.926998377E-1
1.855766762E1;-2.702818871E0;-2.228005409E0;1.382950544E-1
1.856714053E1;-2.687917233E0;-3.604567051E0;-1.251230001E0
1.857661350E1;-3.599069834E0;-3.188024998E0;-2.873302698E0
1.858608642E1;-3.642425776E0;-1.981569767E0;-3.580207348E0
1.859555934E1;-3.563673258E0;-1.278450489E0;-3.899711370E0
1.860503225E1;-4.191854477E0;-1.240120411E0;-4.777620792E0
1.861450522E1;-4.771155357E0;1.396589279E-1;-3.728202343E0
1.862397814E1;-1.151503682E0;7.522752762E0;6.318361282E0
1.863345105E1;5.196236610E0;1.722807693E1;1.224511242E1
1.864292402E1;2.440421581E0;1.705686951E1;-6.922824383E-1
1.865239694E1;1.731412411E0;3.026874542E0;-7.906836510E0
1.866186986E1;1.269779921E0;-1.008279991E1;-1.066483212E1
1.867134282E1;-3.265567303E0;-1.150496101E1;-7.492008209E0
1.868081574E1;-1.115739346E1;-5.565109253E0;-4.839170456E0
1.869028866E1;-1.527868366E1;-1.326288223E0;-2.920928478E0
1.869976158E1;-1.284634495E1;-3.094310760E-1;2.945888996E0
1.870923454E1;-1.033752823E1;-7.927560806E-1;7.111432076E0
1.871870746E1;-1.252026939E1;3.303155899E-1;5.174716949E0
1.872818038E1;-1.880028343E1;3.477063179E0;2.795982838E0
1.873765335E1;-1.955005646E1;3.935631752E0;1.930060983E0
1.874712626E1;-1.286261654E1;1.749368668E0;6.966469288E-1
1.875659918E1;-5.189142227E0;5.568418503E-1;-1.736096621E0
1.876607215E1;1.401877642E0;3.430709839E-1;-3.541992903E0
1.877554507E1;3.922535658E0;9.175424576E-1;-5.281314373E0
1.878501798E1;3.983382702E0;1.204124451E0;-5.084857464E0
1.879449090E1;3.289287090E0;7.301645279E-1;-4.509198189E0
1.880396387E1;2.064452887E0;-1.141033173E-1;-3.527392149E0
1.881343678E1;2.131469250E-1;-6.026411057E-1;-2.248193979E0
1.882290970E1;-1.793602824E0;-4.205904007E-1;-4.413065910E-1
1.883238267E1;-2.944805622E0;5.513477325E-2;1.018126607E0
1.884185559E1;-3.198811054E0;5.370721817E-1;1.753844261E0
1.885132850E1;-3.043890953E0;9.391803741E-1;1.823559761E0
1.886080147E1;-2.603531837E0;1.065808296E0;1.488919139E0
1.887027439E1;-1.608657598E0;6.813249588E-1;1.028252721E0
1.887974730E1;-1.603072882E-1;3.566646576E-2;3.841605186E-1
1.888922022E1;1.451753378E0;-4.043359756E-1;3.149509430E-2
1.889869319E1;2.692094564E0;-6.190786362E-1;-1.527891159E-1
1.890816611E1;3.360810757E0;-4.135627747E-1;-5.163002014E-1
1.891763902E1;3.542129040E0;6.528759003E-2;-5.191781521E-1
1.892711199E1;3.453000546E0;4.487905502E-1;-6.581799984E-1
1.893658491E1;3.192272663E0;3.889760971E-1;-4.829709530E-1
1.894605782E1;2.725329876E0;-4.839801788E-2;-4.488205910E-2
1.895553074E1;2.076586723E0;-3.747596741E-1;-1.507966518E-1
1.896500371E1;1.812493324E0;-6.090612411E-1;1.256656647E-1
1.897447663E1;1.063741684E0;2.265071869E-2;7.613279819E-1
1.898394954E1;7.119159698E-1;1.744852066E-1;9.681760073E-1
1.899342251E1;5.001440048E-1;-8.958625793E-2;1.353809118E0
1.900289543E1;3.578960896E-1;-1.237735748E-1;1.342671514E0
1.901236835E1;7.613759041E-1;-1.365079880E-1;2.063352108E0
1.902184132E1;6.764602661E-1;2.131767273E-1;6.474514008E-1
1.903131423E1;1.472804666E0;1.235360146E0;-8.091013432E-1
1.904078715E1;1.542042613E0;3.011079788E0;-1.368907213E0
1.905026012E1;5.700085163E-1;4.162711143E0;-7.378253937E-1
1.905973303E1;3.684322834E-1;3.582837105E0;6.239087582E-1
1.906920595E1;5.059511662E-1;2.503436089E0;7.447283268E-1
1.907867887E1;1.916481137E0;1.472934723E0;1.207993031E-1
1.908815184E1;3.899450541E0;1.321386337E0;-4.436552525E-1
1.909762475E1;5.509387016E0;2.286748886E0;-8.568983078E-1
1.910709767E1;6.858864784E0;3.063805580E0;-1.106792212E0
1.911657064E1;7.204462051E0;3.427488327E0;-1.168166876E0
1.912604355E1;6.697525501E0;3.551221848E0;-1.237466812E0
1.913551647E1;6.104448318E0;3.680277824E0;-5.553326607E-1
1.914498944E1;5.505210876E0;3.847109795E0;5.986750126E-1
1.915446236E1;5.597625256E0;4.015563965E0;1.586202264E0
1.916393527E1;6.508583069E0;4.580209255E0;2.279075623E0
1.917340824E1;7.643627167E0;6.017443657E0;2.995223999E-1
1.918288116E1;1.016054153E1;8.240143776E0;6.064500809E-1
1.919235408E1;1.072318077E1;1.135568142E1;2.789408922E0
1.920182699E1;9.930994034E0;1.332712173E1;3.228250980E0
1.921129996E1;1.013667774E1;1.427173233E1;3.808743954E0
1.922077288E1;1.057447147E1;1.500268841E1;3.409986019E0
1.923024579E1;1.069403839E1;1.446556377E1;7.420454025E-1
1.923971876E1;1.073428345E1;1.173272705E1;-4.888716221E0
1.924919168E1;1.128455448E1;8.065164566E0;-9.342441559E0
1.925866460E1;1.196746445E1;4.317227840E0;-1.172750568E1
1.926813756E1;1.085375309E1;7.552714348E-1;-1.139444351E1
1.927761048E1;7.354224682E0;-1.115427971E0;-1.143694401E1
1.928708340E1;-3.878211975E-1;1.005993843E0;-1.245795727E1
1.929655637E1;-5.854635239E0;4.718952179E0;-6.716844559E0
1.930602928E1;-6.512677670E0;7.416876793E0;6.651127338E-1
1.931550220E1;-7.859394550E0;8.316635132E0;4.155726910E0
1.932497512E1;-9.486682892E0;6.978867531E0;4.440166950E0
1.933444809E1;-9.283233643E0;3.578567982E0;2.951425076E0
1.934392100E1;-6.859143257E0;2.448673248E-1;1.994079113E0
1.935339392E1;-3.919859409E0;-1.218796730E0;2.256039143E0
1.936286689E1;-2.162795544E0;-8.465628624E-1;1.488634825E0
1.937233980E1;-1.517353058E0;1.682558060E-1;-1.023454666E-1
1.938181272E1;-1.512068748E0;4.171190262E-1;-1.356896639E0
1.939128569E1;-1.522504330E0;-4.854726791E-1;-1.978029251E0
1.940075861E1;-1.131855965E0;-1.982606411E0;-1.442030668E0
1.941023152E1;-1.057772636E-1;-3.688766479E0;-3.460553885E-1
1.941970449E1;9.460072517E-1;-5.185320854E0;-5.774962902E-2
1.942917741E1;1.769781590E0;-6.141669273E0;-1.620314121E-1
1.943865032E1;2.169602871E0;-6.339485168E0;-4.415885210E-1
1.944812329E1;2.087812424E0;-6.098662376E0;-8.115668297E-1
1.945759621E1;1.682469130E0;-5.885073185E0;-6.576074362E-1
1.946706913E1;1.104307175E0;-5.636661530E0;-5.411399603E-1
1.947654210E1;3.431882858E-1;-5.293272018E0;-2.738676071E-1
1.948601501E1;-8.735432625E-1;-4.923695564E0;-3.834593296E-2
1.949548793E1;-2.499613523E0;-4.512169838E0;5.201658010E-1
1.950496085E1;-4.102985382E0;-4.108780384E0;1.436106801E0
1.951443382E1;-5.581559658E0;-3.537673473E0;1.634061217E0
1.952390673E1;-6.828674316E0;-3.039807320E0;1.168027639E0
1.953337970E1;-7.481145382E0;-2.661546707E0;1.128497839E0
1.954285262E1;-7.962530136E0;-2.567036152E0;6.517546177E-1
1.955232553E1;-8.027694702E0;-2.769078255E0;-6.914640665E-1
1.956179845E1;-7.739407539E0;-2.949011326E0;-9.767405987E-1
1.957127142E1;-7.041616917E0;-2.705025196E0;-8.721725941E-1
1.958074434E1;-6.565460205E0;-1.628763676E0;-1.416108847E0
1.959021725E1;-6.383219242E0;1.106739044E-2;-1.813948393E0
1.959969022E1;-5.964227200E0;1.262090683E0;-1.854611516E0
1.960916314E1;-4.912307739E0;9.147949219E-1;-2.165117979E0
1.961863605E1;-4.142702103E0;1.308929443E0;-3.440122128E0
1.962810902E1;-2.823753595E0;1.362722397E0;-1.824089289E0
1.963758194E1;-3.912109375E0;1.984976768E0;-2.830644608E0
1.964705486E1;-3.186681271E0;1.214713097E0;-6.466829300E0
