"Time (s)";"Linear Acceleration x (m/s^2)";"Linear Acceleration y (m/s^2)";"Linear Acceleration z (m/s^2)"
3.397012671E1;-7.632689476E0;-2.049904823E0;1.634379983E0
3.397959963E1;-8.513232231E0;-2.405473232E0;2.159564972E0
3.398907254E1;-8.606631279E0;-3.500044823E0;2.043515205E0
3.399854551E1;-8.221694946E0;-4.598869324E0;1.807096958E0
3.400801843E1;-7.946820259E0;-5.040715218E0;6.118773818E-1
3.401749134E1;-7.645134926E0;-4.665603638E0;-3.548805714E-1
3.402696426E1;-7.309699535E0;-4.023722172E0;2.694606781E-2
3.403643718E1;-6.965084076E0;-3.462397099E0;-5.303250551E-1
3.404591015E1;-6.658695221E0;-2.646008968E0;-1.485359073E0
3.405538306E1;-6.284516335E0;-1.440819740E0;-2.261656284E0
3.406485598E1;-5.780303001E0;-1.101902008E0;-2.283515930E0
3.407432890E1;-6.705660820E0;-2.422008514E-1;-2.922712326E0
3.408380187E1;-5.738823414E0;5.435495377E-1;-2.863181114E0
3.409327478E1;-1.777604938E0;-3.036518097E-1;-2.321002960E0
3.410274770E1;-2.399094105E0;3.680076599E-1;-6.937291622E0
3.411222062E1;-3.491908073E0;2.227030754E0;-6.082345486E0
3.412169353E1;-4.463762283E0;2.789570808E0;-1.233002543E0
3.413116650E1;-4.621520042E0;1.047973633E-1;3.496243954E-1
3.414063942E1;-3.275009632E0;-3.250201225E0;1.952322721E-1
3.415011233E1;-2.997752666E0;-4.267411709E0;-1.330806136E0
3.415958525E1;-3.782899618E0;-2.866521835E0;-2.635793209E0
3.416905822E1;-4.314343452E0;-1.394099236E0;-3.224539757E0
3.417853114E1;-4.041467190E0;-1.385862350E0;-2.777050495E0
3.418800405E1;-4.318843842E0;-1.682190895E0;-2.229138851E0
3.419747697E1;-4.582488060E0;-4.002056122E-1;-1.626867533E0
3.420694989E1;-8.715405464E-1;7.600083351E0;7.606266022E0
3.421642286E1;7.493197918E0;2.129376793E1;1.587504005E1
3.422589577E1;6.180582047E0;2.358058548E1;-2.861047983E-1
3.423536869E1;2.807440281E0;4.842558861E0;-7.932755947E0
3.424484161E1;2.821151972E0;-1.303634357E1;-7.614799976E0
3.425431452E1;-2.615581036E0;-1.487427139E1;-6.895762444E0
3.426378749E1;-1.328262329E1;-7.720327377E0;-7.812466621E0
3.427326041E1;-1.880748940E1;-1.863429546E0;-6.207608223E0
3.428273332E1;-1.532219696E1;-8.681678772E-2;1.002215147E0
3.429220624E1;-1.133222771E1;3.161535263E-1;8.141773224E0
3.430167916E1;-1.389827442E1;1.586146355E0;6.379840851E0
3.431115213E1;-2.101791954E1;3.771854401E0;2.243150473E0
3.432062504E1;-1.840488815E1;2.878363609E0;1.405299425E0
3.433009796E1;-9.749205589E0;9.071912766E-1;-3.855071068E-1
3.433957088E1;-3.134540081E0;4.948530197E-1;-2.552918911E0
3.434904385E1;2.769906759E0;1.047406197E0;-4.001173973E0
3.435851676E1;5.682921886E0;1.542906761E0;-6.014674664E0
3.436798968E1;5.013537407E0;1.340896606E0;-5.487279415E0
3.437746260E1;1.838991523E0;5.771102905E-1;-4.213380814E0
3.438693551E1;-5.307510495E-1;-4.315795898E-1;-2.722180128E0
3.439640848E1;-2.234378338E0;-8.414716721E-1;-9.560725689E-1
3.440588140E1;-4.083331108E0;-1.885328293E-1;6.908397675E-1
3.441535431E1;-4.824092865E0;6.015768051E-1;2.373526812E0
3.442482723E1;-4.404151440E0;8.138313293E-1;3.076804876E0
3.443430015E1;-3.224764824E0;6.363544464E-1;2.482358217E0
3.444377312E1;-2.003306627E0;6.341228485E-1;1.122471094E0
3.445324603E1;-5.599995852E-1;6.515741348E-1;-2.404539585E-1
3.446271895E1;1.378740788E0;4.587669373E-1;-1.133892298E0
3.447219187E1;2.908865213E0;1.610021591E-1;-2.016551971E0
3.448166483E1;3.901334763E0;-4.452791214E-1;-1.739531517E0
3.449113775E1;3.830444813E0;-6.857786179E-1;-1.051500559E0
3.450061067E1;2.930438995E0;-4.324607849E-1;-3.185758591E-1
3.451008358E1;2.948356390E0;-5.020294189E-1;1.592996120E-1
3.451955655E1;2.434800863E0;-2.539997101E-1;4.031207561E-1
3.452902947E1;1.654747963E0;8.800220490E-2;5.422279835E-1
3.453850239E1;1.540071011E0;1.132717133E-1;3.434209824E-1
3.454797530E1;1.772010446E0;1.426219940E-2;-3.752963543E-1
3.455744822E1;1.394177437E0;1.057119370E-1;-3.528354168E-1
3.456692119E1;6.168354750E-1;3.575363159E-1;-6.600356102E-2
3.457639411E1;5.467963219E-1;7.340908051E-2;4.873278141E-1
3.458586702E1;1.202709675E-1;1.695327759E-1;1.077015162E0
3.459533994E1;-2.370519638E-1;4.177446365E-1;1.448341131E0
3.460481291E1;2.389502525E-1;7.196025848E-1;2.082974434E0
3.461428582E1;8.868849277E-1;9.710874557E-1;7.432734966E-1
3.462375874E1;1.823796630E0;1.649957657E0;-9.299850464E-2
3.463323166E1;2.366549492E0;2.906930923E0;-6.391685009E-1
3.464270463E1;2.984744549E0;3.199396133E0;3.115749359E-2
3.465217754E1;3.539981365E0;2.493261337E0;-4.057929516E-1
3.466165046E1;4.251619339E0;1.970645905E0;-7.666440010E-1
3.467112338E1;4.765277863E0;1.849639893E0;-1.123153925E0
3.468059629E1;5.372207642E0;2.122744560E0;-5.431463718E-1
3.469006926E1;5.672384262E0;2.639188766E0;-6.873269081E-1
3.469954218E1;6.346109390E0;2.446450233E0;-1.349960327E0
3.470901510E1;6.368199348E0;2.919916153E0;-1.231382847E0
3.471848801E1;6.359035492E0;3.487105370E0;-1.183660030E0
3.472796098E1;6.628135681E0;3.611883640E0;-6.953439713E-1
3.473743390E1;6.668936729E0;4.048998833E0;3.893573284E-1
3.474690681E1;6.945288181E0;4.603292942E0;1.549195528E0
3.475637973E1;7.534355164E0;5.370913029E0;2.559349537E0
3.476585265E1;7.986995697E0;6.961840630E0;9.339289665E-1
3.477532562E1;9.419089317E0;9.475090027E0;1.446450949E0
3.478479853E1;9.210047722E0;1.292753983E1;3.212423801E0
3.479427145E1;9.063091278E0;1.488345337E1;2.054827452E0
3.480374437E1;1.141726685E1;1.514850330E1;2.444401979E0
3.481321733E1;1.308049488E1;1.459852505E1;3.018369675E-1
3.482269025E1;1.352435493E1;1.226247978E1;-5.485144615E0
3.483216317E1;1.341946602E1;8.634969711E0;-9.655007362E0
3.484163608E1;1.327384567E1;5.070133209E0;-9.693307877E0
3.485110905E1;1.123791790E1;2.138410568E0;-9.204064369E0
3.486058197E1;7.300627232E0;7.402019501E-1;-9.238161087E0
3.487005489E1;6.304736137E-1;1.848804951E0;-1.106089878E1
3.487952780E1;-5.975816727E0;4.633741856E0;-8.271816254E0
3.488900077E1;-7.124120235E0;6.925840855E0;-5.784456730E-1
3.489847369E1;-8.002573013E0;8.231463432E0;3.986617565E0
3.490794660E1;-9.233715057E0;7.684024334E0;5.149334908E0
3.491741952E1;-9.321031570E0;5.052140713E0;3.783605099E0
3.492689249E1;-7.850927353E0;1.825628281E0;2.155368567E0
3.493636541E1;-5.542383671E0;-3.685550690E-1;2.003824234E0
3.494583832E1;-3.677835941E0;-9.826669693E-1;2.140012741E0
3.495531124E1;-2.704660416E0;-8.995523453E-1;1.468320847E0
3.496478416E1;-2.335548878E0;-7.847089767E-1;6.576076746E-1
3.497425713E1;-1.970419407E0;-1.394042969E0;3.209377527E-1
3.498373004E1;-1.367135048E0;-2.548710108E0;-1.184034348E-2
3.499320296E1;-4.184055328E-1;-3.821641207E0;-1.954501867E-1
3.500267593E1;9.850611687E-1;-5.180369377E0;-1.835906506E-2
3.501214884E1;2.299526691E0;-6.208625793E0;1.189433336E-1
3.502162176E1;3.003158569E0;-6.516128063E0;-3.477438688E-1
3.503109468E1;3.004557371E0;-6.073930264E0;-6.529299021E-1
3.504056765E1;2.381812334E0;-5.411151886E0;-6.804140806E-1
3.505004056E1;1.594824553E0;-5.002259254E0;-3.069648743E-1
3.505951348E1;6.677670479E-1;-4.965641499E0;2.269337177E-1
3.506898640E1;-7.299318314E-1;-4.923602104E0;5.280421972E-1
3.507845937E1;-2.673688412E0;-4.646378040E0;9.004200101E-1
3.508793228E1;-5.016901016E0;-3.875069141E0;1.433427811E0
3.509740520E1;-7.402543068E0;-2.748101711E0;1.710554957E0
3.510687812E1;-8.486390114E0;-1.859115601E0;1.958606720E0
3.511635108E1;-8.133357048E0;-2.040833950E0;1.937391996E0
3.512582400E1;-7.238822937E0;-3.187500477E0;1.270817876E0
3.513529692E1;-6.561988831E0;-4.317438602E0;9.346759319E-2
3.514476983E1;-6.678355694E0;-4.617086411E0;-4.204962254E-1
3.515424280E1;-7.537587643E0;-3.279468060E0;-5.632843971E-1
3.516371572E1;-7.759879112E0;-1.693352222E0;-6.598519087E-1
3.517318864E1;-7.702908516E0;1.274461746E-1;-4.146429300E-1
3.518266155E1;-8.114211082E0;2.740412712E0;-4.391256571E-1
3.519213452E1;-7.569699287E0;4.272887230E0;-3.015757322E0
3.520160744E1;-2.610006809E0;2.324923515E0;-2.507996082E0
3.521108036E1;-8.529076576E-1;1.360853195E0;-3.659304619E0
3.522055327E1;-3.226251841E0;1.532592773E0;-7.590214729E0
3.523002624E1;-4.397511959E0;1.832386971E0;-3.527115822E0
3.523949916E1;-4.356702805E0;4.472160339E-1;1.508126736E0
3.524897207E1;-2.637182713E0;-2.893948555E0;2.178891897E0
3.525844504E1;-7.922489643E-1;-4.999705791E0;6.477534771E-1
3.526791796E1;-1.599282742E0;-3.504360199E0;-1.754150629E0
3.527739088E1;-2.950610161E0;-8.530516624E-1;-3.561358452E0
3.528686379E1;-2.919140339E0;8.415889740E-2;-3.909573078E0
3.529633676E1;-3.089303017E0;-5.876359940E-1;-3.644263744E0
3.530580968E1;-3.953992367E0;-1.768025398E0;-3.973592997E0
3.531528260E1;-4.671452522E0;-3.550682068E-1;-2.184884071E0
3.532475551E1;-2.474679232E0;7.369757652E0;5.985565186E0
3.533422848E1;4.054810524E0;1.569655800E1;1.214069843E1
3.534370140E1;1.545269966E0;1.533458138E1;1.062587142E0
3.535317431E1;-1.742802501E0;3.879901886E0;-9.839625359E0
3.536264723E1;-1.676067114E-1;-9.949528694E0;-1.394171810E1
3.537212020E1;-4.410425663E0;-1.106380272E1;-4.389764786E0
3.538159312E1;-1.175651741E1;-3.730791569E0;-2.023425579E0
3.539106603E1;-1.682669830E1;1.104996681E0;-3.941340685E0
3.540053900E1;-1.487062836E1;1.761453629E0;1.182235837E0
3.541001192E1;-1.052227402E1;5.937767029E-2;7.918574333E0
3.541948483E1;-9.591102600E0;-2.097187042E-1;7.863116741E0
3.542895775E1;-1.480082130E1;2.199160576E0;3.027156830E0
3.543843067E1;-1.686722183E1;2.925369263E0;1.115360618E0
3.544790364E1;-1.213307285E1;9.091606140E-1;3.397254944E-1
3.545737655E1;-5.692568779E0;-1.295595169E-1;-3.348801136E-1
3.546684947E1;1.931802034E-1;5.970191956E-2;-1.733476877E0
3.547632244E1;2.556021214E0;1.043929100E0;-4.597899437E0
3.548579536E1;2.444452286E0;1.533688545E0;-5.376622200E0
3.549526827E1;1.637270927E0;1.207226753E0;-4.269851685E0
3.550474119E1;1.301050782E0;2.138814926E-1;-3.480551958E0
3.551421416E1;1.073370695E0;-6.070537567E-1;-2.980337381E0
3.552368707E1;-4.782998562E-2;-4.223251343E-1;-1.970060349E0
3.553315999E1;-1.071033001E0;1.651582718E-1;-3.352065086E-1
3.554263291E1;-1.440095663E0;3.800516129E-1;4.522628784E-1
3.555210588E1;-1.369343877E0;3.269681931E-1;7.445447445E-1
3.556157879E1;-1.155326366E0;3.039350510E-1;9.527053833E-1
3.557105171E1;-8.580877781E-1;2.343015671E-1;1.351943970E0
3.558052468E1;-2.828357220E-1;1.317749023E-1;9.602925777E-1
3.558999760E1;8.929471970E-1;-1.269207001E-1;6.665700674E-1
3.559947051E1;1.919024229E0;-3.020458221E-1;2.564208508E-1
3.560894343E1;2.558621407E0;-8.634853363E-2;-3.659515381E-1
3.561841640E1;3.113523006E0;1.818799973E-1;-7.475481033E-1
3.562788931E1;3.065251112E0;2.064466476E-1;-1.256637335E0
3.563736223E1;2.811520338E0;-1.018190384E-1;-9.857740402E-1
3.564683520E1;1.907345057E0;-2.207860947E-1;3.672468662E-1
3.565630812E1;4.023444653E-1;-4.162254333E-1;8.255866766E-1
3.566578103E1;-3.662092686E-1;-4.201030731E-1;1.757341862E0
3.567525395E1;1.133153439E-1;-4.548740387E-1;1.936119914E0
3.568472692E1;7.380499840E-1;-2.701997757E-1;9.679336548E-1
3.569419983E1;1.965314865E0;-1.456880569E-1;-3.274369240E-2
3.570367275E1;2.597917318E0;4.478759766E-1;-7.601780891E-1
3.571314572E1;2.690312862E0;7.568502426E-1;-1.349480152E0
3.572261864E1;1.901272535E0;9.973163605E-1;-1.287221432E0
3.573209155E1;4.853105545E-1;1.482863426E0;-3.434746265E-1
3.574156447E1;-3.596575260E-1;1.933611870E0;7.077710629E-1
3.575103744E1;-6.874177456E-1;2.251379967E0;1.326193213E0
3.576051036E1;2.451298237E-1;2.038894653E0;1.799043298E0
3.576998327E1;2.294705868E0;1.767563820E0;9.494962692E-1
3.577945619E1;5.180492401E0;1.900043488E0;-3.005144596E-1
3.578892916E1;7.786118031E0;2.154177666E0;-1.420090914E0
3.579840207E1;8.972413063E0;2.453307152E0;-2.141548872E0
3.580787499E1;8.231767654E0;2.783076286E0;-2.123881817E0
3.581734796E1;5.912234783E0;3.252998352E0;-1.699129581E0
3.582682088E1;3.715340137E0;3.586223602E0;-9.987719059E-1
3.583629379E1;2.381354570E0;3.709776878E0;-9.097552299E-2
3.584576671E1;2.291850090E0;3.695847988E0;4.266383648E-1
3.585523968E1;3.097998142E0;3.692987442E0;5.596837997E-1
3.586471260E1;4.307499886E0;3.936338902E0;6.439168453E-1
3.587418551E1;5.503444195E0;4.532233238E0;1.087557554E0
3.588365843E1;6.646978855E0;5.841665268E0;7.464106083E-1
3.589313140E1;8.973905563E0;8.032144547E0;3.496363163E-1
3.590260431E1;1.156164742E1;1.073801517E1;2.434456110E0
3.591207723E1;1.194300842E1;1.281926537E1;2.758903980E0
3.592155020E1;1.214354801E1;1.304100227E1;1.280620337E0
3.593102312E1;1.319171333E1;1.324925423E1;6.414312124E-1
3.594049603E1;1.415370560E1;1.377413654E1;-1.185484886E0
3.594996900E1;1.472684288E1;1.247184372E1;-6.018081188E0
3.595944192E1;1.497164154E1;8.882726669E0;-9.915607452E0
3.596891483E1;1.515903950E1;4.674149513E0;-1.056088066E1
3.597838775E1;1.301878929E1;7.115154266E-1;-1.050086689E1
3.598786072E1;7.856245995E0;-1.266913414E0;-1.154920483E1
3.599733364E1;-1.024736881E0;5.038132668E-1;-1.440548992E1
3.600680655E1;-9.518480301E0;4.871303082E0;-9.176660538E0
3.601627952E1;-1.040502357E1;8.200103760E0;2.046889782E0
3.602575244E1;-1.232891655E1;9.904533386E0;8.045579910E0
3.603522536E1;-1.435834503E1;8.350290298E0;8.291959763E0
3.604469832E1;-1.223065090E1;3.338044643E0;5.355537415E0
3.605417124E1;-7.749988079E0;-4.570765495E-1;4.197552681E0
3.606364416E1;-4.096746922E0;-1.073049545E0;3.303399801E0
3.607311707E1;-2.262639523E0;-2.441334724E-1;1.291411877E0
3.608259004E1;-1.510241508E0;1.881990433E-1;-4.661860466E-1
3.609206296E1;-1.299111843E0;-4.787368774E-1;-1.896865129E0
3.610153588E1;-8.179035187E-1;-1.778780937E0;-2.148382425E0
3.611100879E1;1.778783798E-1;-3.262628794E0;-1.394308925E0
3.612048176E1;1.836210728E0;-4.857163429E0;-6.213449240E-1
3.612995468E1;3.577140570E0;-6.398446560E0;-6.987848282E-1
3.613942765E1;4.553798199E0;-7.128398418E0;-1.592511296E0
3.614890056E1;4.228480339E0;-6.823919773E0;-2.358724117E0
3.615837348E1;3.173047543E0;-5.879607201E0;-2.386933804E0
3.616784640E1;1.863792896E0;-4.932341576E0;-2.140161514E0
3.617731937E1;8.415517807E-1;-4.383252144E0;-1.301100373E0
3.618679228E1;-7.474961281E-1;-4.137877464E0;-6.565734148E-1
3.619626520E1;-3.050008774E0;-3.971405983E0;-4.295754433E-2
3.620573817E1;-5.673460484E0;-3.624678612E0;1.026612163E0
3.621521108E1;-8.568120956E0;-2.961760521E0;2.440509796E0
3.622468400E1;-1.001182365E1;-3.005965233E0;2.885636806E0
3.623415697E1;-9.960081100E0;-3.781813622E0;1.755643964E0
3.624362989E1;-9.438727379E0;-4.392912388E0;9.481621981E-1
3.625310280E1;-8.346333504E0;-4.812893391E0;-7.904890776E-1
3.626257572E1;-6.858822346E0;-4.820782661E0;-1.729217172E0
3.627204869E1;-5.424984932E0;-4.550218582E0;-1.885990143E0
3.628152160E1;-4.351204872E0;-4.025102615E0;-1.900218010E0
3.629099452E1;-4.682727337E0;-2.595731258E0;-1.652803183E0
3.630046749E1;-6.175901413E0;-5.306081772E-1;-1.447591782E0
3.630994041E1;-7.849740982E0;6.879863739E-1;-1.103413820E0
3.631941332E1;-8.954669952E0;2.797673225E0;-1.927973747E0
3.632888629E1;-5.207198143E0;2.278746605E0;-4.056278706E0
3.633835921E1;7.755484581E-1;1.177501678E-2;-4.979897022E0
3.634783213E1;2.137911558E0;4.958782196E-1;-3.120430708E0
3.635730510E1;-3.083864212E0;2.332575798E0;-6.600917816E0
3.636677801E1;-5.434853554E0;2.970995903E0;-4.144507408E0
3.637625093E1;-4.914831638E0;1.800228119E0;2.006344557E0
3.638572384E1;-2.889680386E0;-1.696211815E0;3.978035212E0
3.639519681E1;-1.728552103E0;-4.610097408E0;2.303630352E0
3.640466973E1;-1.891795397E0;-4.533710003E0;-3.185899258E-1
3.641414265E1;-2.529230595E0;-2.317979336E0;-2.854290485E0
3.642361562E1;-2.694000959E0;-4.936637878E-1;-4.162606239E0
3.643308853E1;-3.280558586E0;-2.147521973E-1;-4.296084404E0
3.644256145E1;-4.442216873E0;-1.267935276E0;-4.264803886E0
3.645203442E1;-4.020913601E0;1.455046654E0;9.247525930E-1
3.646150733E1;1.688496351E0;1.331154633E1;1.586154270E1
3.647098025E1;9.721946716E0;2.358355141E1;9.652893066E0
3.648045317E1;4.427223682E0;1.799782372E1;-7.177341461E0
3.648992614E1;4.662127495E0;-5.475736141E0;-1.076877975E1
3.649939905E1;1.237815142E0;-1.464374065E1;-7.510290623E0
3.650887197E1;-9.166351318E0;-9.346532822E0;-5.069635868E0
3.651834494E1;-1.977014732E1;-2.408223629E0;-7.575971603E0
3.652781786E1;-1.756894684E1;-1.808751583E0;-2.905859947E0
3.653729077E1;-9.815597534E0;-3.764078617E0;6.293558121E0
3.654676374E1;-8.241184235E0;-2.569693565E0;7.953219414E0
3.655623666E1;-1.708183098E1;3.126358986E0;3.098108768E0
3.656570957E1;-2.406200600E1;6.312098503E0;3.448121548E0
3.657518249E1;-1.754765892E1;3.506436348E0;3.883287907E0
3.658465546E1;-8.232625008E0;5.237073898E-1;2.295547485E0
3.659412838E1;-2.172272682E0;-5.431222916E-1;7.215714455E-2
3.660360134E1;1.847257137E0;-1.134977341E-1;-2.720649481E0
3.661307426E1;2.582626581E0;1.222929955E0;-5.951063156E0
3.662254718E1;2.006114960E0;1.660165787E0;-5.895035744E0
3.663202010E1;5.411193371E-1;1.277707100E0;-4.175231934E0
3.664149306E1;-4.797531366E-1;3.005104065E-1;-2.675062180E0
3.665096598E1;-1.284314871E0;-3.810338974E-1;-1.640261173E0
3.666043890E1;-2.042076588E0;-1.234416962E-1;-5.705194473E-1
3.666991187E1;-2.000988960E0;4.667797089E-1;4.378776550E-1
3.667938478E1;-1.517226696E0;6.237497330E-1;7.344903946E-1
3.668885770E1;-8.129433393E-1;5.028886795E-1;5.856711864E-1
3.669833067E1;-2.364071608E-1;2.233610153E-1;9.554243088E-2
3.670780358E1;7.438740730E-1;5.794048309E-2;-3.209986687E-1
3.671727650E1;1.678656816E0;5.805492401E-2;-6.551430225E-1
3.672674947E1;2.242145538E0;-1.602840424E-2;-1.109496355E0
3.673622239E1;2.632785320E0;-2.495975494E-1;-1.071349859E0
3.674569530E1;2.397198677E0;-3.429164886E-1;-4.473168850E-1
3.675516822E1;1.624523640E0;-2.361507416E-1;4.488732815E-1
3.676464119E1;1.026651859E0;-1.971044540E-1;8.026919365E-1
3.677411410E1;5.974463224E-1;-4.444026947E-2;1.298607469E0
3.678358702E1;1.864414215E-1;2.144393921E-1;1.128557444E0
3.679305999E1;5.742654800E-1;4.030523300E-1;1.136789322E0
3.680253291E1;3.162909746E-1;7.115726471E-1;1.062383413E0
3.681200582E1;1.966826916E-1;7.243413925E-1;1.080728412E0
3.682147879E1;2.756137848E-1;3.520812988E-1;1.188716292E0
3.683095171E1;1.108822823E-1;-2.038640976E-1;1.100712419E0
3.684042463E1;6.057114601E-1;-4.264631271E-1;7.568287849E-1
3.684989760E1;1.698371649E0;-8.988475800E-2;1.123261452E-2
3.685937051E1;2.442115784E0;7.588205338E-1;-2.103476524E-1
3.686884343E1;2.683780193E0;1.409663200E0;3.488204479E-1
3.687831640E1;2.854264259E0;1.246273041E0;1.008705616E0
3.688778931E1;2.873787165E0;8.603477478E-1;1.529700875E0
3.689726223E1;3.989546061E0;5.715541840E-1;-5.169503689E-1
3.690673520E1;6.088024139E0;1.675136566E0;-1.584013700E0
3.691620812E1;6.098410606E0;3.339735031E0;-1.561874151E0
3.692568103E1;6.052107811E0;3.401083946E0;-1.890558481E0
3.693515395E1;5.706710339E0;2.982493401E0;-1.610444546E0
3.694462692E1;4.528116226E0;2.971184731E0;-6.185586452E-1
3.695409983E1;4.013295650E0;2.977743149E0;-9.071135521E-2
3.696357275E1;4.643369198E0;2.889079094E0;-1.625013351E-2
3.697304572E1;5.709467888E0;3.229751110E0;-8.517694473E-2
3.698251864E1;6.841773510E0;3.694287777E0;-8.370399475E-2
3.699199155E1;7.561804771E0;4.202322483E0;2.832169533E-1
3.700146452E1;7.949954033E0;4.824746609E0;8.960164785E-1
3.701093744E1;8.302238464E0;5.929571629E0;1.943645477E0
3.702041036E1;8.803217888E0;7.930674553E0;1.475398421E0
3.702988332E1;1.012234306E1;1.085008812E1;3.317925215E0
3.703935624E1;9.423300743E0;1.432973289E1;5.036437988E0
3.704882916E1;8.652502060E0;1.620350647E1;4.404196739E0
3.705830213E1;9.973249435E0;1.655994415E1;4.187615395E0
3.706777504E1;1.099170494E1;1.559422684E1;1.765597105E0
3.707724796E1;1.156622410E1;1.283736038E1;-4.352170944E0
3.708672093E1;1.257216644E1;8.999203682E0;-8.879560471E0
3.709619384E1;1.415034580E1;4.899769306E0;-1.095963097E1
3.710566676E1;1.275800323E1;1.068075657E0;-1.187736702E1
3.711513973E1;8.089616776E0;-1.027899265E0;-1.168984032E1
3.712461265E1;-3.171658516E-1;1.158874989E0;-1.288425255E1
3.713408556E1;-6.793511868E0;4.648777008E0;-7.981832504E0
3.714355853E1;-7.509038925E0;7.292513847E0;-1.974844933E-2
3.715303145E1;-9.225757599E0;8.274611473E0;3.781543016E0
3.716250437E1;-1.122747993E1;7.160525322E0;4.998119831E0
3.717197733E1;-1.061708546E1;3.934427738E0;4.597640038E0
3.718145025E1;-7.811335087E0;3.959074020E-1;3.968927383E0
3.719092317E1;-4.932424068E0;-1.838519573E0;2.969753027E0
3.720039608E1;-3.451293945E0;-2.475757360E0;1.358788729E0
3.720986905E1;-2.929488659E0;-1.902589321E0;1.924097538E-1
3.721934197E1;-2.344276905E0;-1.382371902E0;-5.958328247E-1
3.722881489E1;-1.944325447E0;-1.528626919E0;-1.074190617E0
3.723828786E1;-1.419888496E0;-2.422858238E0;-1.315274477E0
3.724776077E1;-1.157560349E-1;-3.931285620E0;-7.261960506E-1
3.725723369E1;1.259030819E0;-5.683699608E0;-1.605527401E-1
3.726670666E1;1.968709946E0;-7.083620071E0;-2.590175867E-1
3.727617957E1;2.351027727E0;-7.606556892E0;-6.127870083E-1
3.728565249E1;2.694624901E0;-7.320621967E0;-1.500862479E0
3.729512546E1;2.990417004E0;-6.683766365E0;-1.499066830E0
3.730459838E1;2.838235140E0;-6.029437065E0;-8.662108183E-1
3.731407129E1;1.767643452E0;-5.545737267E0;-1.092355371E0
3.732354426E1;2.535853386E-1;-5.309793472E0;-1.274162292E0
3.733301718E1;-1.509648561E0;-5.085920334E0;-9.410653114E-1
3.734249010E1;-3.869666100E0;-4.641244888E0;-4.125521183E-1
3.735196306E1;-6.276835918E0;-3.888729095E0;7.959488630E-1
3.736143598E1;-8.117634773E0;-2.735359669E0;2.264551163E0
3.737090890E1;-9.591859818E0;-1.276366234E0;1.969217777E0
3.738038187E1;-9.733947754E0;-1.456231594E0;1.751207590E0
3.738985478E1;-8.445434570E0;-2.988739491E0;5.989542007E-1
3.739932770E1;-7.046994209E0;-4.273005486E0;-6.421995163E-2
3.740880067E1;-6.065825939E0;-4.427374840E0;-4.943276644E-1
3.741827358E1;-5.583065033E0;-3.419250965E0;-1.054097056E0
3.742774650E1;-5.758900166E0;-1.059484482E0;-1.877630949E0
3.743721947E1;-5.850972652E0;1.645804405E0;-2.207428455E0
3.744669239E1;-5.608067513E0;3.657354355E0;-2.016603470E0
3.745616530E1;-4.911477089E0;3.857714653E0;-2.041390419E0
3.746563827E1;-3.571195364E0;2.641038895E0;-3.317930222E0
3.747511119E1;-2.844996452E-1;-8.414268494E-2;-1.374965787E0
3.748458410E1;-2.318408728E0;-2.436542511E-1;-5.889416218E0
3.749405707E1;-4.330815792E0;1.797714233E0;-6.692271709E0
3.750352999E1;-2.608753920E0;2.507115364E0;8.985896111E-1
3.751300291E1;-1.385592222E0;-3.777122498E-1;3.005553246E0
3.752247588E1;-1.898816228E0;-3.850897312E0;-8.478206396E-1
3.753194879E1;-2.280516148E0;-4.141497135E0;-3.220726967E0
3.754142171E1;-3.440017700E0;-1.831060886E0;-3.357309341E0
3.755089468E1;-4.090342045E0;-4.440917969E-1;-3.158144474E0
3.756036760E1;-4.968813419E0;-9.990978241E-2;-2.848122120E0
3.756984051E1;-6.416228294E0;-2.209787369E-1;-3.095044136E0
3.757931348E1;-5.134195328E0;3.467283249E0;3.467126369E0
3.758878640E1;1.188437939E-1;1.361473656E1;1.673410797E1
3.759825931E1;4.776689529E0;1.773357391E1;9.565649033E0
3.760773228E1;1.407726765E0;1.068759632E1;-4.652707577E0
3.761720520E1;4.125016212E0;-6.370456696E0;-1.370601368E1
3.762667812E1;1.294492960E0;-1.314510632E1;-1.254880810E1
3.763615108E1;-5.651105881E0;-9.028425217E0;-8.757258415E0
3.764562400E1;-1.289239979E1;-1.937435150E0;-8.233499527E0
3.765509692E1;-1.205836105E1;1.909602165E0;-1.210142016E0
3.766456989E1;-9.900396347E0;2.353650093E0;6.259552002E0
3.767404280E1;-1.123510742E1;1.789081573E0;7.517226219E0
3.768351572E1;-1.675337791E1;1.431244850E0;3.296780825E0
3.769298869E1;-1.806884003E1;7.117481232E-1;2.169939518E0
3.770246160E1;-1.281164837E1;-2.416706085E-2;2.607043505E0
3.771193452E1;-7.431463242E0;2.185173035E-1;1.581556320E0
3.772140744E1;-1.240746260E0;7.730693817E-1;-1.353147030E-1
3.773088041E1;2.147454500E0;1.711480141E0;-2.689717770E0
3.774035332E1;2.017854929E0;1.914434433E0;-4.071759224E0
3.774982629E1;7.771950960E-2;1.130177498E0;-3.640428782E0
3.775929921E1;-1.192578197E0;-1.160802841E-1;-2.236547232E0
3.776877213E1;-1.516196251E0;-8.300132751E-1;-1.015131474E0
3.777824504E1;-2.487857819E0;-3.303079605E-1;-1.899752617E-1
3.778771801E1;-3.183899403E0;5.520219803E-1;4.852533340E-1
3.779719093E1;-2.510016441E0;8.195695877E-1;6.992673874E-1
